Start programm
Time	Voltage Measurement, V	Подсчет Vout?	 Vout_min	Vout_max	№ Vout 
17.05.22 14:11:27,664	NaN	OFF	3,234	3,366	0
17.05.22 14:11:27,864	0,0008672973	OFF	3,234	3,366	0
17.05.22 14:11:28,063	NaN	OFF	3,234	3,366	0
17.05.22 14:11:28,263	NaN	OFF	3,234	3,366	0
17.05.22 14:11:28,463	NaN	OFF	3,234	3,366	0
17.05.22 14:11:28,663	NaN	OFF	3,234	3,366	0
17.05.22 14:11:28,875	0,000551706	OFF	3,234	3,366	0
Start programm
Time	Voltage Measurement, V	Подсчет Vout?	 Vout_min	Vout_max	№ Vout 
17.05.22 14:11:43,867	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:44,066	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:44,266	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:44,466	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:44,666	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:44,866	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:45,066	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:45,266	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:45,466	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:45,666	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:45,866	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:46,066	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:46,266	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:46,466	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:46,666	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:46,866	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:47,066	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:47,266	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:47,466	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:47,666	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:47,866	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:48,066	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:48,266	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:48,466	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:48,666	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:48,866	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:49,066	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:49,266	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:49,466	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:49,666	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:49,866	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:50,066	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:50,266	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:50,466	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:50,666	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:50,866	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:51,066	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:51,266	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:51,466	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:51,666	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:51,866	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:52,066	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:52,266	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:52,466	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:52,666	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:52,866	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:53,066	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:53,266	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:53,466	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:53,666	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:53,866	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:54,066	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:54,266	0,000551706	OFF	3,234	3,366	0
17.05.22 14:11:54,481	0,0005558967	OFF	3,234	3,366	0
17.05.22 14:11:54,677	0,0005117332	OFF	3,234	3,366	0
17.05.22 14:11:54,877	0,0005373338	OFF	3,234	3,366	0
17.05.22 14:11:55,077	0,0005046222	OFF	3,234	3,366	0
17.05.22 14:11:55,277	0,000497971	OFF	3,234	3,366	0
17.05.22 14:11:55,477	0,0005066876	OFF	3,234	3,366	0
17.05.22 14:11:55,677	0,0005129959	OFF	3,234	3,366	0
17.05.22 14:11:55,877	0,0005415257	OFF	3,234	3,366	0
17.05.22 14:11:56,077	0,0005148634	OFF	3,234	3,366	0
17.05.22 14:11:56,277	0,0005090205	OFF	3,234	3,366	0
17.05.22 14:11:56,478	0,0005168007	OFF	3,234	3,366	0
17.05.22 14:11:56,678	0,0005133242	OFF	3,234	3,366	0
17.05.22 14:11:56,878	0,000537103	OFF	3,234	3,366	0
17.05.22 14:11:57,079	0,0005060263	OFF	3,234	3,366	0
17.05.22 14:11:57,278	0,0004972345	OFF	3,234	3,366	0
17.05.22 14:11:57,502	0,0005494565	OFF	3,234	3,366	0
17.05.22 14:11:57,678	0,0005116132	OFF	3,234	3,366	0
17.05.22 14:11:57,878	0,0005406934	OFF	3,234	3,366	0
17.05.22 14:11:58,078	0,0005132729	OFF	3,234	3,366	0
17.05.22 14:11:58,278	0,0005087702	OFF	3,234	3,366	0
17.05.22 14:11:58,478	0,0005154405	OFF	3,234	3,366	0
17.05.22 14:11:58,678	0,0005123615	OFF	3,234	3,366	0
17.05.22 14:11:58,878	0,0005355391	OFF	3,234	3,366	0
17.05.22 14:11:59,078	0,0005005724	OFF	3,234	3,366	0
17.05.22 14:11:59,311	0,0007902528	OFF	3,234	3,366	0
17.05.22 14:11:59,478	0,0005039884	OFF	3,234	3,366	0
17.05.22 14:11:59,678	0,0005101662	OFF	3,234	3,366	0
17.05.22 14:11:59,878	0,0005378667	OFF	3,234	3,366	0
17.05.22 14:12:00,078	0,0005103651	OFF	3,234	3,366	0
17.05.22 14:12:00,278	0,0005030893	OFF	3,234	3,366	0
17.05.22 14:12:00,478	0,0005130764	OFF	3,234	3,366	0
17.05.22 14:12:00,678	0,0005111875	OFF	3,234	3,366	0
17.05.22 14:12:00,878	0,000535298	OFF	3,234	3,366	0
17.05.22 14:12:01,078	0,000498696	OFF	3,234	3,366	0
17.05.22 14:12:01,279	0,0005113903	OFF	3,234	3,366	0
17.05.22 14:12:01,478	0,0005040041	OFF	3,234	3,366	0
17.05.22 14:12:01,678	0,000504511	OFF	3,234	3,366	0
17.05.22 14:12:01,878	0,000533807	OFF	3,234	3,366	0
17.05.22 14:12:02,078	0,0005064174	OFF	3,234	3,366	0
17.05.22 14:12:02,279	0,000504627	OFF	3,234	3,366	0
17.05.22 14:12:02,478	0,0005120822	OFF	3,234	3,366	0
17.05.22 14:12:02,678	0,0005098652	OFF	3,234	3,366	0
17.05.22 14:12:02,878	0,000532972	OFF	3,234	3,366	0
17.05.22 14:12:03,113	0,0005927826	OFF	3,234	3,366	0
17.05.22 14:12:03,278	0,0004883345	OFF	3,234	3,366	0
17.05.22 14:12:03,478	0,0005011931	OFF	3,234	3,366	0
17.05.22 14:12:03,678	0,0005054085	OFF	3,234	3,366	0
17.05.22 14:12:03,878	0,0005313409	OFF	3,234	3,366	0
17.05.22 14:12:04,078	0,0005022248	OFF	3,234	3,366	0
17.05.22 14:12:04,278	0,0004990067	OFF	3,234	3,366	0
17.05.22 14:12:04,478	0,0005105363	OFF	3,234	3,366	0
17.05.22 14:12:04,678	0,0005102314	OFF	3,234	3,366	0
17.05.22 14:12:04,878	0,0005330833	OFF	3,234	3,366	0
17.05.22 14:12:05,078	0,0004958223	OFF	3,234	3,366	0
17.05.22 14:12:05,278	0,0004900175	OFF	3,234	3,366	0
17.05.22 14:12:05,479	0,0005117482	OFF	3,234	3,366	0
17.05.22 14:12:05,678	0,0005054761	OFF	3,234	3,366	0
17.05.22 14:12:05,879	0,0005309365	OFF	3,234	3,366	0
17.05.22 14:12:06,078	0,0005020836	OFF	3,234	3,366	0
17.05.22 14:12:06,278	0,0004989141	OFF	3,234	3,366	0
17.05.22 14:12:06,478	0,0005119111	OFF	3,234	3,366	0
17.05.22 14:12:06,679	0,0005101656	OFF	3,234	3,366	0
17.05.22 14:12:06,878	0,000532322	OFF	3,234	3,366	0
17.05.22 14:12:07,078	0,000495521	OFF	3,234	3,366	0
17.05.22 14:12:07,278	0,0004893867	OFF	3,234	3,366	0
17.05.22 14:12:07,478	0,0005031155	OFF	3,234	3,366	0
17.05.22 14:12:07,678	0,0005038432	OFF	3,234	3,366	0
17.05.22 14:12:07,878	0,0005294323	OFF	3,234	3,366	0
17.05.22 14:12:08,078	0,0005006834	OFF	3,234	3,366	0
17.05.22 14:12:08,278	0,0004977937	OFF	3,234	3,366	0
17.05.22 14:12:08,478	0,000512665	OFF	3,234	3,366	0
17.05.22 14:12:08,678	0,0005116431	OFF	3,234	3,366	0
17.05.22 14:12:08,878	0,0005313852	OFF	3,234	3,366	0
17.05.22 14:12:09,078	0,000494349	OFF	3,234	3,366	0
17.05.22 14:12:09,278	0,0004882253	OFF	3,234	3,366	0
17.05.22 14:12:09,478	0,0005030824	OFF	3,234	3,366	0
17.05.22 14:12:09,678	0,0005052694	OFF	3,234	3,366	0
17.05.22 14:12:09,878	0,0005290874	OFF	3,234	3,366	0
17.05.22 14:12:10,078	0,0004986988	OFF	3,234	3,366	0
17.05.22 14:12:10,278	0,0004968331	OFF	3,234	3,366	0
17.05.22 14:12:10,478	0,0005133057	OFF	3,234	3,366	0
17.05.22 14:12:10,678	0,0005122465	OFF	3,234	3,366	0
17.05.22 14:12:10,878	0,0005311493	OFF	3,234	3,366	0
17.05.22 14:12:11,090	0,0007304941	OFF	3,234	3,366	0
17.05.22 14:12:11,278	0,0004878721	OFF	3,234	3,366	0
17.05.22 14:12:11,478	0,0005017049	OFF	3,234	3,366	0
17.05.22 14:12:11,678	0,0005036315	OFF	3,234	3,366	0
17.05.22 14:12:11,878	0,0005263967	OFF	3,234	3,366	0
17.05.22 14:12:12,077	0,0004997814	OFF	3,234	3,366	0
17.05.22 14:12:12,277	0,0004923582	OFF	3,234	3,366	0
17.05.22 14:12:12,502	0,000602169	OFF	3,234	3,366	0
17.05.22 14:12:12,677	0,0005075248	OFF	3,234	3,366	0
17.05.22 14:12:12,879	0,0005357457	OFF	3,234	3,366	0
17.05.22 14:12:13,077	0,0005001385	OFF	3,234	3,366	0
17.05.22 14:12:13,277	0,0004967129	OFF	3,234	3,366	0
17.05.22 14:12:13,490	0,0007525542	OFF	3,234	3,366	0
17.05.22 14:12:13,677	0,0005171275	OFF	3,234	3,366	0
17.05.22 14:12:13,877	0,0005344878	OFF	3,234	3,366	0
17.05.22 14:12:14,078	0,0004992544	OFF	3,234	3,366	0
17.05.22 14:12:14,278	0,0004908832	OFF	3,234	3,366	0
17.05.22 14:12:14,478	0,0005078967	OFF	3,234	3,366	0
17.05.22 14:12:14,678	0,0005082739	OFF	3,234	3,366	0
17.05.22 14:12:14,878	0,0005278048	OFF	3,234	3,366	0
17.05.22 14:12:15,078	0,0004966437	OFF	3,234	3,366	0
17.05.22 14:12:15,278	0,000496369	OFF	3,234	3,366	0
17.05.22 14:12:15,478	0,0005156277	OFF	3,234	3,366	0
17.05.22 14:12:15,678	0,0005187115	OFF	3,234	3,366	0
17.05.22 14:12:15,879	0,0005368673	OFF	3,234	3,366	0
17.05.22 14:12:16,078	0,0005009006	OFF	3,234	3,366	0
17.05.22 14:12:16,278	0,0004916128	OFF	3,234	3,366	0
17.05.22 14:12:16,478	0,0005077243	OFF	3,234	3,366	0
17.05.22 14:12:16,678	0,0005077245	OFF	3,234	3,366	0
17.05.22 14:12:16,878	0,0005252684	OFF	3,234	3,366	0
17.05.22 14:12:17,079	0,0004984193	OFF	3,234	3,366	0
17.05.22 14:12:17,278	0,0004937628	OFF	3,234	3,366	0
17.05.22 14:12:17,479	0,0005290221	OFF	3,234	3,366	0
17.05.22 14:12:17,678	0,0005180046	OFF	3,234	3,366	0
17.05.22 14:12:17,878	0,0005356662	OFF	3,234	3,366	0
17.05.22 14:12:18,078	0,000502114	OFF	3,234	3,366	0
17.05.22 14:12:18,278	0,0004941736	OFF	3,234	3,366	0
17.05.22 14:12:18,516	0,0005519424	OFF	3,234	3,366	0
17.05.22 14:12:18,678	0,0005082457	OFF	3,234	3,366	0
17.05.22 14:12:18,878	0,000525863	OFF	3,234	3,366	0
17.05.22 14:12:19,078	0,0004938754	OFF	3,234	3,366	0
17.05.22 14:12:19,283	0,0006097405	OFF	3,234	3,366	0
17.05.22 14:12:19,478	0,0005153128	OFF	3,234	3,366	0
17.05.22 14:12:19,678	0,0005191697	OFF	3,234	3,366	0
17.05.22 14:12:19,878	0,0005329496	OFF	3,234	3,366	0
17.05.22 14:12:20,078	0,0005014389	OFF	3,234	3,366	0
17.05.22 14:12:20,278	0,0004934076	OFF	3,234	3,366	0
17.05.22 14:12:20,478	0,0005101056	OFF	3,234	3,366	0
17.05.22 14:12:20,678	0,0005101084	OFF	3,234	3,366	0
17.05.22 14:12:20,878	0,0005258198	OFF	3,234	3,366	0
17.05.22 14:12:21,078	0,0004952599	OFF	3,234	3,366	0
17.05.22 14:12:21,278	0,0004934233	OFF	3,234	3,366	0
17.05.22 14:12:21,478	0,0005160962	OFF	3,234	3,366	0
17.05.22 14:12:21,678	0,0005195342	OFF	3,234	3,366	0
17.05.22 14:12:21,878	0,0005365625	OFF	3,234	3,366	0
17.05.22 14:12:22,078	0,0005038999	OFF	3,234	3,366	0
17.05.22 14:12:22,278	0,000496296	OFF	3,234	3,366	0
17.05.22 14:12:22,478	0,0005137241	OFF	3,234	3,366	0
17.05.22 14:12:22,678	0,0005122857	OFF	3,234	3,366	0
17.05.22 14:12:22,878	0,00052755	OFF	3,234	3,366	0
17.05.22 14:12:23,078	0,0004950882	OFF	3,234	3,366	0
17.05.22 14:12:23,278	0,0004928134	OFF	3,234	3,366	0
17.05.22 14:12:23,478	0,0005156886	OFF	3,234	3,366	0
17.05.22 14:12:23,678	0,0005195686	OFF	3,234	3,366	0
17.05.22 14:12:23,878	0,0005351073	OFF	3,234	3,366	0
17.05.22 14:12:24,078	0,0005054226	OFF	3,234	3,366	0
17.05.22 14:12:24,278	0,000498305	OFF	3,234	3,366	0
17.05.22 14:12:24,478	0,0005171315	OFF	3,234	3,366	0
17.05.22 14:12:24,700	0,0004975121	OFF	3,234	3,366	0
17.05.22 14:12:24,878	0,0005268273	OFF	3,234	3,366	0
17.05.22 14:12:25,078	0,0004934878	OFF	3,234	3,366	0
17.05.22 14:12:25,278	0,0004916834	OFF	3,234	3,366	0
17.05.22 14:12:25,478	0,000516737	OFF	3,234	3,366	0
17.05.22 14:12:25,678	0,0005216608	OFF	3,234	3,366	0
17.05.22 14:12:25,879	0,0005364722	OFF	3,234	3,366	0
17.05.22 14:12:26,078	0,0005048034	OFF	3,234	3,366	0
17.05.22 14:12:26,278	0,0005010208	OFF	3,234	3,366	0
17.05.22 14:12:26,478	0,000519569	OFF	3,234	3,366	0
17.05.22 14:12:26,678	0,0005188301	OFF	3,234	3,366	0
17.05.22 14:12:26,878	0,0005293544	OFF	3,234	3,366	0
17.05.22 14:12:27,078	0,0004956972	OFF	3,234	3,366	0
17.05.22 14:12:27,278	0,0004919479	OFF	3,234	3,366	0
17.05.22 14:12:27,478	0,0005162224	OFF	3,234	3,366	0
17.05.22 14:12:27,678	0,0005213756	OFF	3,234	3,366	0
17.05.22 14:12:27,878	0,0005355412	OFF	3,234	3,366	0
17.05.22 14:12:28,081	0,0005198765	OFF	3,234	3,366	0
17.05.22 14:12:28,279	0,0004862519	OFF	3,234	3,366	0
17.05.22 14:12:28,478	0,0005231607	OFF	3,234	3,366	0
17.05.22 14:12:28,678	0,0005194764	OFF	3,234	3,366	0
17.05.22 14:12:28,878	0,0005303626	OFF	3,234	3,366	0
17.05.22 14:12:29,078	0,0004978054	OFF	3,234	3,366	0
17.05.22 14:12:29,278	0,0004944279	OFF	3,234	3,366	0
17.05.22 14:12:29,494	0,0004413469	OFF	3,234	3,366	0
17.05.22 14:12:29,677	0,0005485394	OFF	3,234	3,366	0
17.05.22 14:12:29,878	0,0005541193	OFF	3,234	3,366	0
17.05.22 14:12:30,077	0,0005196637	OFF	3,234	3,366	0
17.05.22 14:12:30,278	0,0005143209	OFF	3,234	3,366	0
17.05.22 14:12:30,477	0,0005388904	OFF	3,234	3,366	0
17.05.22 14:12:30,677	0,0005440343	OFF	3,234	3,366	0
17.05.22 14:12:30,877	0,0005589083	OFF	3,234	3,366	0
17.05.22 14:12:31,077	0,0005383942	OFF	3,234	3,366	0
17.05.22 14:12:31,277	0,0005360298	OFF	3,234	3,366	0
17.05.22 14:12:31,478	0,0005594589	OFF	3,234	3,366	0
17.05.22 14:12:31,702	0,0005055814	OFF	3,234	3,366	0
17.05.22 14:12:31,883	0,0005634819	OFF	3,234	3,366	0
17.05.22 14:12:32,079	0,000521875	OFF	3,234	3,366	0
17.05.22 14:12:32,278	0,000520029	OFF	3,234	3,366	0
17.05.22 14:12:32,478	0,0005423694	OFF	3,234	3,366	0
17.05.22 14:12:32,679	0,0005462454	OFF	3,234	3,366	0
17.05.22 14:12:32,878	0,0005621377	OFF	3,234	3,366	0
17.05.22 14:12:33,078	0,0005417464	OFF	3,234	3,366	0
17.05.22 14:12:33,278	0,0005407511	OFF	3,234	3,366	0
17.05.22 14:12:33,479	0,0005819449	OFF	3,234	3,366	0
17.05.22 14:12:33,683	0,0005515436	OFF	3,234	3,366	0
17.05.22 14:12:33,878	0,000566178	OFF	3,234	3,366	0
17.05.22 14:12:34,078	0,0005339634	OFF	3,234	3,366	0
17.05.22 14:12:34,278	0,0005250158	OFF	3,234	3,366	0
17.05.22 14:12:34,479	0,0005372821	OFF	3,234	3,366	0
17.05.22 14:12:34,678	0,0005508419	OFF	3,234	3,366	0
17.05.22 14:12:34,878	0,0005628061	OFF	3,234	3,366	0
17.05.22 14:12:35,078	0,0005425236	OFF	3,234	3,366	0
17.05.22 14:12:35,284	0,000564361	OFF	3,234	3,366	0
17.05.22 14:12:35,478	0,0005699196	OFF	3,234	3,366	0
17.05.22 14:12:35,678	0,0005672671	OFF	3,234	3,366	0
17.05.22 14:12:35,878	0,0005716387	OFF	3,234	3,366	0
17.05.22 14:12:36,093	0,0007999649	OFF	3,234	3,366	0
17.05.22 14:12:36,279	0,0005285891	OFF	3,234	3,366	0
17.05.22 14:12:36,480	0,0005365642	OFF	3,234	3,366	0
17.05.22 14:12:36,680	0,0005371381	OFF	3,234	3,366	0
17.05.22 14:12:36,878	0,0005642954	OFF	3,234	3,366	0
17.05.22 14:12:37,078	0,0005431738	OFF	3,234	3,366	0
17.05.22 14:12:37,278	0,0005430085	OFF	3,234	3,366	0
17.05.22 14:12:37,478	0,0005675772	OFF	3,234	3,366	0
17.05.22 14:12:37,678	0,000569507	OFF	3,234	3,366	0
17.05.22 14:12:37,878	0,0005709899	OFF	3,234	3,366	0
17.05.22 14:12:38,078	0,0005379947	OFF	3,234	3,366	0
17.05.22 14:12:38,278	0,0005279871	OFF	3,234	3,366	0
17.05.22 14:12:38,480	0,0005366641	OFF	3,234	3,366	0
17.05.22 14:12:38,687	0,0007206038	OFF	3,234	3,366	0
17.05.22 14:12:38,882	0,0005375627	OFF	3,234	3,366	0
17.05.22 14:12:39,078	0,0005393895	OFF	3,234	3,366	0
17.05.22 14:12:39,278	0,0005389868	OFF	3,234	3,366	0
17.05.22 14:12:39,478	0,0005651086	OFF	3,234	3,366	0
17.05.22 14:12:39,678	0,0005684155	OFF	3,234	3,366	0
17.05.22 14:12:39,878	0,0005713169	OFF	3,234	3,366	0
17.05.22 14:12:40,078	0,0005368446	OFF	3,234	3,366	0
17.05.22 14:12:40,278	0,0005272851	OFF	3,234	3,366	0
17.05.22 14:12:40,487	0,0007485024	OFF	3,234	3,366	0
17.05.22 14:12:40,680	0,000538704	OFF	3,234	3,366	0
17.05.22 14:12:40,878	0,0005555984	OFF	3,234	3,366	0
17.05.22 14:12:41,078	0,0005334865	OFF	3,234	3,366	0
17.05.22 14:12:41,278	0,0005348238	OFF	3,234	3,366	0
17.05.22 14:12:41,478	0,0005608121	OFF	3,234	3,366	0
17.05.22 14:12:41,678	0,0005637355	OFF	3,234	3,366	0
17.05.22 14:12:41,878	0,000568062	OFF	3,234	3,366	0
17.05.22 14:12:42,078	0,0005341136	OFF	3,234	3,366	0
17.05.22 14:12:42,278	0,0005245022	OFF	3,234	3,366	0
17.05.22 14:12:42,480	0,0005330548	OFF	3,234	3,366	0
17.05.22 14:12:42,678	0,000545325	OFF	3,234	3,366	0
17.05.22 14:12:42,882	0,0005399227	OFF	3,234	3,366	0
17.05.22 14:12:43,078	0,0005299392	OFF	3,234	3,366	0
17.05.22 14:12:43,278	0,0005291399	OFF	3,234	3,366	0
17.05.22 14:12:43,478	0,0005539262	OFF	3,234	3,366	0
17.05.22 14:12:43,678	0,0005603843	OFF	3,234	3,366	0
17.05.22 14:12:43,878	0,000562311	OFF	3,234	3,366	0
17.05.22 14:12:44,078	0,0005306762	OFF	3,234	3,366	0
17.05.22 14:12:44,284	0,0005834379	OFF	3,234	3,366	0
17.05.22 14:12:44,478	0,0005401871	OFF	3,234	3,366	0
17.05.22 14:12:44,678	0,0005413314	OFF	3,234	3,366	0
17.05.22 14:12:44,878	0,0005453081	OFF	3,234	3,366	0
17.05.22 14:12:45,078	0,0005185706	OFF	3,234	3,366	0
17.05.22 14:12:45,278	0,0005194675	OFF	3,234	3,366	0
17.05.22 14:12:45,478	0,0005464401	OFF	3,234	3,366	0
17.05.22 14:12:45,679	0,0005633226	OFF	3,234	3,366	0
17.05.22 14:12:45,878	0,0005528671	OFF	3,234	3,366	0
17.05.22 14:12:46,078	0,000519949	OFF	3,234	3,366	0
17.05.22 14:12:46,278	0,0005116054	OFF	3,234	3,366	0
17.05.22 14:12:46,478	0,0005335435	OFF	3,234	3,366	0
17.05.22 14:12:46,678	0,0005355696	OFF	3,234	3,366	0
17.05.22 14:12:46,878	0,0005377405	OFF	3,234	3,366	0
17.05.22 14:12:47,077	0,0005488149	OFF	3,234	3,366	0
17.05.22 14:12:47,277	0,000537656	OFF	3,234	3,366	0
17.05.22 14:12:47,479	0,0005380537	OFF	3,234	3,366	0
17.05.22 14:12:47,678	0,0005487902	OFF	3,234	3,366	0
17.05.22 14:12:47,877	0,000554839	OFF	3,234	3,366	0
17.05.22 14:12:48,077	0,0005295808	OFF	3,234	3,366	0
17.05.22 14:12:48,278	0,0005119119	OFF	3,234	3,366	0
17.05.22 14:12:48,477	0,0005559015	OFF	3,234	3,366	0
17.05.22 14:12:48,677	0,0005637472	OFF	3,234	3,366	0
17.05.22 14:12:48,877	0,0005659481	OFF	3,234	3,366	0
17.05.22 14:12:49,078	0,0005388387	OFF	3,234	3,366	0
17.05.22 14:12:49,278	0,0005303608	OFF	3,234	3,366	0
17.05.22 14:12:49,478	0,0005517183	OFF	3,234	3,366	0
17.05.22 14:12:49,680	0,0005176253	OFF	3,234	3,366	0
17.05.22 14:12:49,878	0,000549153	OFF	3,234	3,366	0
17.05.22 14:12:50,078	0,0005226911	OFF	3,234	3,366	0
17.05.22 14:12:50,278	0,000521988	OFF	3,234	3,366	0
17.05.22 14:12:50,478	0,0005518043	OFF	3,234	3,366	0
17.05.22 14:12:50,678	0,0005608819	OFF	3,234	3,366	0
17.05.22 14:12:50,878	0,0005585821	OFF	3,234	3,366	0
17.05.22 14:12:51,078	0,0005334816	OFF	3,234	3,366	0
17.05.22 14:12:51,278	0,0005271517	OFF	3,234	3,366	0
17.05.22 14:12:51,478	0,0005497598	OFF	3,234	3,366	0
17.05.22 14:12:51,678	0,0005502661	OFF	3,234	3,366	0
17.05.22 14:12:51,878	0,000545061	OFF	3,234	3,366	0
17.05.22 14:12:52,078	0,0005160459	OFF	3,234	3,366	0
17.05.22 14:12:52,278	0,0005176752	OFF	3,234	3,366	0
17.05.22 14:12:52,478	0,0005450738	OFF	3,234	3,366	0
17.05.22 14:12:52,678	0,000556343	OFF	3,234	3,366	0
17.05.22 14:12:52,878	0,0005538939	OFF	3,234	3,366	0
17.05.22 14:12:53,078	0,0005278976	OFF	3,234	3,366	0
17.05.22 14:12:53,278	0,0005222505	OFF	3,234	3,366	0
17.05.22 14:12:53,478	0,0005436307	OFF	3,234	3,366	0
17.05.22 14:12:53,698	0,0005198254	OFF	3,234	3,366	0
17.05.22 14:12:53,878	0,0005362451	OFF	3,234	3,366	0
17.05.22 14:12:54,093	0,0010045526	OFF	3,234	3,366	0
17.05.22 14:12:54,279	0,0005418546	OFF	3,234	3,366	0
17.05.22 14:12:54,497	0,0005491143	OFF	3,234	3,366	0
17.05.22 14:12:54,678	0,0005486931	OFF	3,234	3,366	0
17.05.22 14:12:54,878	0,0005463659	OFF	3,234	3,366	0
17.05.22 14:12:55,078	0,0005214887	OFF	3,234	3,366	0
17.05.22 14:12:55,293	NaN	OFF	3,234	3,366	0
17.05.22 14:12:55,478	0,0005397667	OFF	3,234	3,366	0
17.05.22 14:12:55,678	0,0005412867	OFF	3,234	3,366	0
17.05.22 14:12:55,878	0,000531368	OFF	3,234	3,366	0
17.05.22 14:12:56,078	0,0005048756	OFF	3,234	3,366	0
17.05.22 14:12:56,278	0,0005048534	OFF	3,234	3,366	0
17.05.22 14:12:56,478	0,0005364839	OFF	3,234	3,366	0
17.05.22 14:12:56,678	0,0005448366	OFF	3,234	3,366	0
17.05.22 14:12:56,878	0,000544828	OFF	3,234	3,366	0
17.05.22 14:12:57,078	0,0005207449	OFF	3,234	3,366	0
17.05.22 14:12:57,278	0,0005160234	OFF	3,234	3,366	0
17.05.22 14:12:57,478	0,000538393	OFF	3,234	3,366	0
17.05.22 14:12:57,678	0,0005387806	OFF	3,234	3,366	0
17.05.22 14:12:57,878	0,0005309851	OFF	3,234	3,366	0
17.05.22 14:12:58,079	0,0005220365	OFF	3,234	3,366	0
17.05.22 14:12:58,299	0,0005111234	OFF	3,234	3,366	0
17.05.22 14:12:58,478	0,0005327908	OFF	3,234	3,366	0
17.05.22 14:12:58,678	0,0005433944	OFF	3,234	3,366	0
17.05.22 14:12:58,878	0,0005408094	OFF	3,234	3,366	0
17.05.22 14:12:59,078	0,0005158716	OFF	3,234	3,366	0
17.05.22 14:12:59,278	0,0005126955	OFF	3,234	3,366	0
17.05.22 14:12:59,478	0,0005357311	OFF	3,234	3,366	0
17.05.22 14:12:59,678	0,0005348783	OFF	3,234	3,366	0
17.05.22 14:12:59,878	0,000527313	OFF	3,234	3,366	0
17.05.22 14:13:00,078	0,0004979384	OFF	3,234	3,366	0
17.05.22 14:13:00,286	0,0008226467	OFF	3,234	3,366	0
17.05.22 14:13:00,478	0,0005287693	OFF	3,234	3,366	0
17.05.22 14:13:00,681	0,0005388062	OFF	3,234	3,366	0
17.05.22 14:13:00,878	0,0005336566	OFF	3,234	3,366	0
17.05.22 14:13:01,079	0,0005095325	OFF	3,234	3,366	0
17.05.22 14:13:01,278	0,0005095479	OFF	3,234	3,366	0
17.05.22 14:13:01,478	0,0005345986	OFF	3,234	3,366	0
17.05.22 14:13:01,678	0,0005320223	OFF	3,234	3,366	0
17.05.22 14:13:01,878	0,0005216041	OFF	3,234	3,366	0
17.05.22 14:13:02,078	0,0004916184	OFF	3,234	3,366	0
17.05.22 14:13:02,278	0,0004932422	OFF	3,234	3,366	0
